week_end,pruid,prename,prfname,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported,num2weekdelta_dose1,num2weekdelta_dose2,num2weekdelta_dose3,num2weekdelta_dose4,num2weekdelta_dose5+,num2weekdelta_notreported,num4weekdelta_dose1,num4weekdelta_dose2,num4weekdelta_dose3,num4weekdelta_dose4,num4weekdelta_dose5+,num4weekdelta_notreported
2021-07-10,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),3314,1897,1417,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,60,Yukon,Yukon,Total,61500,32172,29328,0,0,0,0,373,864,0,0,0,0,,,,,,,,,,,,
2021-07-10,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,57235,29986,27249,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),4560,2533,2027,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,Total,61795,32519,29276,0,0,0,0,287,570,0,0,0,0,,,,,,,,,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,62,Nunavut,Nunavut,Moderna Spikevax,36475,19310,17165,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),2785,2358,427,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-10,62,Nunavut,Nunavut,Total,39260,21668,17592,0,0,0,0,453,777,0,0,0,0,,,,,,,,,,,,
2021-07-10,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2772858,1694928,394608,18,0,0,683304,,,,,,,,,,,,,,,,,,
2021-07-17,1,Canada,Canada,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,1,Canada,Canada,Moderna Spikevax,11384432,4105567,5044345,63,1,0,2234456,,,,,,,,,,,,,,,,,,
2021-07-17,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),31282434,14696055,9474398,155,3,0,7111823,,,,,,,,,,,,,,,,,,
2021-07-17,1,Canada,Canada,Total,45443903,20499207,14913858,236,4,0,10030598,216412,1789201,4,0,0,606739,508353,4198051,42,1,0,1324551,1292133,9113719,104,4,0,2686735
2021-07-17,1,Canada,Canada,Unknown,4179,2657,507,0,0,0,1015,,,,,,,,,,,,,,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,26909,26595,314,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,160089,75241,84848,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),404653,295591,109062,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,591651,397427,194224,0,0,0,0,4998,40124,0,0,0,0,12923,85577,0,0,0,0,33596,147496,0,0,0,0
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5872,5281,591,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,42364,24898,17466,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),131455,90923,40532,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,Total,179691,121102,58589,0,0,0,0,1988,10374,0,0,0,0,4259,21608,0,0,0,0,12196,38544,0,0,0,0
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59742,58900,842,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,369976,138182,231794,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),780018,527656,252362,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,Total,1210159,724947,485212,0,0,0,0,7512,91761,0,0,0,0,15130,208282,0,0,0,0,35463,402486,0,0,0,0
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,Unknown,423,209,214,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,49602,43487,6115,,,,0,,,,,,,,,,,,,,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,267266,110039,157227,,,,0,,,,,,,,,,,,,,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),635915,396998,238917,,,,0,,,,,,,,,,,,,,,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,Total,955480,552935,402545,,,,0,5890,48149,,,,0,18521,169622,,,,0,29809,272681,,,,0
2021-07-17,13,New Brunswick,Nouveau-Brunswick,Unknown,2697,2411,286,,,,0,,,,,,,,,,,,,,,,,,
2021-07-17,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,683304,,,,,,683304,,,,,,,,,,,,,,,,,,
2021-07-17,24,Quebec,Québec,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,24,Quebec,Québec,Moderna Spikevax,2234456,,,,,,2234456,,,,,,,,,,,,,,,,,,
2021-07-17,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),7111823,,,,,,7111823,,,,,,,,,,,,,,,,,,
2021-07-17,24,Quebec,Québec,Total,10030598,,,,,,10030598,,,,,,606739,,,,,,1324551,,,,,,2686735
2021-07-17,24,Quebec,Québec,Unknown,1015,,,,,,1015,,,,,,,,,,,,,,,,,,
2021-07-17,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1083201,864529,218672,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,35,Ontario,Ontario,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,35,Ontario,Ontario,Moderna Spikevax,4825737,1903198,2922539,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),12178089,7479967,4698122,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,35,Ontario,Ontario,Total,18087027,10247694,7839333,0,0,0,0,119763,985804,0,0,0,0,251137,2286581,0,0,0,0,573110,4962764,0,0,0,0
2021-07-17,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,85126,79290,5836,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,46,Manitoba,Manitoba,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,46,Manitoba,Manitoba,Moderna Spikevax,468563,339978,128559,25,1,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1104553,700373,404155,22,3,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,46,Manitoba,Manitoba,Total,1658242,1119641,538550,47,4,0,0,24649,43128,5,0,0,0,71595,108636,7,1,0,0,247379,276212,19,4,0,0
2021-07-17,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,90732,74168,16564,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,Moderna Spikevax,310419,146129,164290,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),946876,527265,419577,34,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,Total,1348027,747562,600431,34,0,0,0,7463,38237,,0,0,0,17646,107290,8,0,0,0,39254,311483,15,0,0,0
2021-07-17,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,304934,265948,38986,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,48,Alberta,Alberta,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,48,Alberta,Alberta,Moderna Spikevax,1083192,548221,534971,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),3690750,1991556,1699194,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,48,Alberta,Alberta,Total,5078876,2805725,2273151,0,0,0,0,6644,157464,0,0,0,0,32764,435182,0,0,0,0,95230,1148912,0,0,0,0
2021-07-17,48,Alberta,Alberta,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,383436,276730,106688,18,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,Moderna Spikevax,1468367,739400,728929,38,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),4285867,2678642,1607126,99,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,Total,6137714,3694809,2442750,155,0,0,0,36499,371283,5,0,0,0,82259,770185,27,0,0,0,219021,1544257,70,0,0,0
2021-07-17,59,British Columbia,Colombie-Britannique,Unknown,44,37,7,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,60,Yukon,Yukon,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,60,Yukon,Yukon,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,60,Yukon,Yukon,Moderna Spikevax,58879,30506,28373,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),3526,1944,1582,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,60,Yukon,Yukon,Total,62405,32450,29955,0,0,0,0,278,627,0,0,0,0,651,1491,0,0,0,0,3281,3265,0,0,0,0
2021-07-17,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,57874,30191,27683,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),4866,2628,2238,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,Total,62740,32819,29921,0,0,0,0,300,645,0,0,0,0,587,1215,0,0,0,0,1292,2573,0,0,0,0
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,62,Nunavut,Nunavut,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,62,Nunavut,Nunavut,Moderna Spikevax,37250,19584,17666,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),4043,2512,1531,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-17,62,Nunavut,Nunavut,Total,41293,22096,19197,0,0,0,0,428,1605,0,0,0,0,881,2382,0,0,0,0,2502,3046,0,0,0,0
2021-07-17,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2778864,1695799,397932,27,0,0,685106,,,,,,,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,Moderna Spikevax,11906209,4174997,5371780,79,1,0,2359352,,,,,,,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),33075248,14833505,10648637,186,3,0,7592917,,,,,,,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,Total,47764856,20707281,16418952,292,4,0,10638327,208074,1505094,56,0,0,607729,,,,,,,,,,,,
2021-07-24,1,Canada,Canada,Unknown,4535,2980,603,0,0,0,952,,,,,,,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,26913,26589,324,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,180266,76114,104152,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),427367,297243,130124,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,634546,399946,234600,0,0,0,0,2519,40376,0,0,0,0,,,,,,,,,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5879,5281,598,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,45507,25560,19947,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),140373,91418,48955,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,Total,191759,122259,69500,0,0,0,0,1157,10911,0,0,0,0,,,,,,,,,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59775,58929,846,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,403686,142118,261568,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),824522,530692,293830,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,Total,1288484,731982,556502,0,0,0,0,7035,71290,0,0,0,0,,,,,,,,,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,Unknown,501,243,258,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,49751,43583,6168,,,,0,,,,,,,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,280879,112108,168771,,,,0,,,,,,,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),673297,402067,271230,,,,0,,,,,,,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,Total,1006754,560241,446513,,,,0,7306,43968,,,,0,,,,,,,,,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,Unknown,2827,2483,344,,,,0,,,,,,,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,685106,,,,,,685106,,,,,,,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,Moderna Spikevax,2359352,,,,,,2359352,,,,,,,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),7592917,,,,,,7592917,,,,,,,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,Total,10638327,,,,,,10638327,,,,,,607729,,,,,,,,,,,,
2021-07-24,24,Quebec,Québec,Unknown,952,,,,,,952,,,,,,,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1085202,864606,220596,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,Moderna Spikevax,5016859,1934558,3082301,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),12809377,7555295,5254082,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,Total,18911440,10354460,8556980,0,0,0,0,106766,717647,0,0,0,0,,,,,,,,,,,,
2021-07-24,35,Ontario,Ontario,Unknown,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,85537,79580,5957,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,Moderna Spikevax,484586,349348,135210,27,1,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1158726,711629,447070,24,3,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,Total,1729102,1140810,588237,51,4,0,0,21169,49687,4,0,0,0,,,,,,,,,,,,
2021-07-24,46,Manitoba,Manitoba,Unknown,253,253,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,90827,74186,16641,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,Moderna Spikevax,316021,147289,168732,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),978562,533281,445246,35,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,Total,1385410,754756,630619,35,0,0,0,7194,30188,1,0,0,0,,,,,,,,,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,305596,266105,39491,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,Moderna Spikevax,1101700,552048,549652,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),3837473,2008488,1828985,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,Total,5244769,2826641,2418128,0,0,0,0,20916,144977,0,0,0,0,,,,,,,,,,,,
2021-07-24,48,Alberta,Alberta,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,384278,276940,107311,27,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,Moderna Spikevax,1561694,755034,806608,52,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),4619550,2696163,1923260,127,0,0,0,,,,,,,,,,,,,,,,,,
